ID,Name,DisplayName,Description,GameQuality,Quality,MaxStackCount,DefaultStackCount,PriceEach,Category,IsAddon
740,"WhiteGown","白大褂","J-LAB研究人员穿的白大褂。",9,White,1,1,100,"Armor",False
741,"Glass","黑色眼镜","看起来很有学问。",2,Green,1,1,130,"FaceMask",False
742,"GlassShiny","闪光的眼镜","散发着反派的气质。",4,Purple,1,1,1200,"FaceMask",False
743,"fiber","有机纤维","很结实的纤维线，可以用来制作很多东西。",2,White,10,1,194,"Tool",False
744,"SunGlass","太阳镜","金边太阳镜，浮夸。",4,Purple,1,1,1200,"FaceMask",False
745,"Quest_Letter_LifeSupportClue","维生系统线索","线人留下的维生系统线索，字迹有些潦草，感觉只有杰夫能看得懂。",2,White,1,1,1,"Quest",False
746,"Marker","标记器","持续发射坐标的装置，采用蛋清及太阳能双重供电模式，据说续航能达到1万年。",2,White,1,1,292,"Electric",False
747,"Quest_AirCirculationUnit","空气循环单元","飞船维生系统的重要组成部分。",6,White,1,1,1,"Quest",False
748,"ComputingUnit","高性能计算单元","算力高达1EFLOPS。",6,Red,1,1,80000,"Special",False
749,"BP_ComputingUnit","蓝图：高性能计算单元","用于研发高性能计算单元。",0,White,1,1,50,"Formula",False
750,"Quest_HugeMotherBoard","大型主板","可以发挥高性能计算单元的全部性能。",6,White,1,1,285,"Quest",False
751,"Quest_DogCollar","爱狗的项圈","上面好像还残留了一些血迹。",9999,White,1,1,50,"Quest",False
753,"Quest_Blueprint_Thrusters_Encrypted","飞船推进器图纸（加密）","非常复杂，不是专业人士完全看不懂。",6,White,1,1,100,"Quest",False
754,"Key_Card_JLabLv1","J-Lab一级凭证","J-Lab实验人员持有的一次性凭证，只能进入最外围的区域。",3,Blue,1,1,2000,"SpecialKey",False
755,"Key_Card_JLabLv2","J-Lab二级凭证","可以进入实验室的核心区域的一次性凭证。",7,LightRed,1,1,15000,"SpecialKey",False
756,"Key_Card_JLabLv3","J-Lab三级凭证","拥有实验室最高权限的一次性凭证，可以进入实验室的机密区域。",9,Red,1,1,50000,"SpecialKey",False
757,"Quest_ResearchDocument_Thrusters","矢量推进器研究日志","记录了矢量推进器实验进程，其中并没有写明实验结果，也没有看到推进器的图纸，但其余内容写的非常详细，让人觉得这人的记性不太好。",2,White,1,1,1,"Quest",False
758,"Key_Eyeball_Jlab","矿长的虹膜信息","因为头没有被打爆，所以完好的保存了下来。",3,White,1,1,300,"Special",False
759,"Key_ThrusterResearcherHome","工棚钥匙","用来打开建筑工地工棚的钥匙。",3,White,1,1,101,"Key",False
760,"Quest_Blueprint_NavigationSystem","导航系统图纸","飞船导航系统的图纸。",6,White,1,1,100,"Quest",False
761,"Quest_StarMap1","星图","宇宙星图，但并不完整。",2,White,1,1,1,"Quest",False
762,"Quest_StarMap2","星图碎片Part2","宇宙星图，但并不完整。",2,White,1,1,1,"Quest",False
763,"Quest_StarMap3","星图碎片Part3","宇宙星图，但并不完整。",2,White,1,1,1,"Quest",False
764,"Plastics","聚乙烯片","很难降解的塑料碎片。",1,White,10,1,21,"Tool",False
765,"DuctTape","胶带","胶带，用途广泛。",1,White,1,1,84,"Daily",False
766,"Quest_Blueprint_DefenceShield_BlackMarket","宇宙级防御力场蓝图（加密）","超绝防护力，星际旅行必备！",6,Green,1,1,500,"Quest",False
767,"TransformDevice","能量重塑装置","能够重塑蛋清能量的特殊装置，原理不明，来源不明。",999,Orange,1,1,500,"Special",False
768,"EnergyBall","能源球","重塑后更容易被利用的蛋清能源，能量巨大，性质稳定。",999,Purple,6,1,2500,"Special",False
769,"EggWhiteEnergyPieces","蛋清能源碎片","从裂缝中溢出的物质，蕴含着巨大的能量，但很难直接利用。",2,Blue,10,1,120,"Special",False
772,"PoliceStick","警棍","守卫用的警棍。",1,White,1,1,175,"Weapon",False
774,"Quest_Blueprint_ComputingUnit_Encrypted","高性能计算单元蓝图（加密）","用以开发高性能计算单元的蓝图，但被算法加密了，看不太懂。",6,White,1,1,100,"Quest",False
775,"Quest_Power_ComputingUnit","5000w电源","电源侧面印了一个大大的红星。",5,White,1,1,1,"Quest",False
776,"Muzzle_SHT_SIL_1","霰弹枪重型消音器","降低开枪时声响并提高散布控制的霰弹枪枪口，但会损失移动速度。",4,Purple,1,1,2400,"Accessory",False
777,"Stock_SNP_MOV_1","狙击枪快速枪托","大幅提高瞄准速度与机动性的狙击枪枪托。",999,White,1,1,1100,"Accessory",False
778,"Quest_Cooling_ComputingUnit","大型散热器","拥有巨大的散热鳍片以及风扇，但好像只有两根热管。",5,White,1,1,1,"Quest",False
779,"Key_Farm_JLabStaffHome","家门钥匙01","不知道是谁的家。",2,White,1,1,200,"Key",False
780,"Sniper_M700_Normal","M700","被广泛运用的狙击步枪。",4,Orange,1,1,8767,"Weapon",False
781,"Sniper_Mosin_Normal","Mosin-Nagant","经典耐用的狙击步枪，爆头伤害非常高。",4,Orange,1,1,7993,"Weapon",False
782,"Sniper_SV98_Normal","SV98","各方面都非常优秀的狙击步枪，射程上更是相当突出。",5,LightRed,1,1,13909,"Weapon",False
783,"PST_TT33_Normal","TT-33","各方面性能都非常一般的制式手枪，但由于结构相当简单，所以价格相当便宜。",0,White,1,1,80,"Weapon",False
784,"PST_PM_Normal","PM","轻巧便携的制式手枪。",1,White,1,1,241,"Weapon",False
785,"MAG_Desert_Normal","沙漠之鹰","虽然是手枪的尺寸用的也是手枪的配件，但使用大威力的马格南弹药。",4,Orange,1,1,8620,"Weapon",False
786,"BR_M1A_Normal","M1A","M14的民用版本，射程远、精度高，但重量也较高。",4,Orange,1,1,8450,"Weapon",False
787,"BR_M14_Normal","M14","制式精准战斗步枪，虽然是半自动，但有很高的射速上限。",5,LightRed,1,1,11854,"Weapon",False
788,"AR_MCXSpear_Normal","MCX Spear","自带火控系统的战斗步枪，除了贵，很难找到缺点。",6,LightRed,1,1,19826,"Weapon",False
790,"ArmorLV1Fire","一级防火服","强化了防火性能的护甲，虽然对于子弹的防护能力提升不多，但可以大幅降低受到的火伤害。",999,Green,1,1,575,"Armor",False
791,"Jacket","皮夹克","用坚固的皮革制作，虽然是民用的衣服，但足够防护一些劣等子弹。",999,White,1,1,155,"Armor",False
793,"Formula_Injection_A","配方：黄针","可以大幅提高移动速度的针剂的配方。",3,White,1,1,50,"Formula",False
794,"Formula_Injection_Weight","配方：负重针","可以大幅提高负重的针剂的配方。",3,White,1,1,50,"Formula",False
795,"Key_HiddenWarehouse_RBHouse","民房钥匙","仓库区某处民房的钥匙。",2,White,1,1,220,"Key",False
796,"BP_ThermalVisionGoggles","蓝图：T-7热成像目镜","用于制造T-7热成像目镜的蓝图。",6,White,1,1,50,"Formula",False
797,"Injection_StoneSkin","硬化针","使毛发与皮肤变硬，身体护甲提高0.25，持续120秒。",3,Green,3,1,648,"Injector",False
798,"Injection_Stamina","持久针","提高耐力回复并降低耐力消耗，但会加快水分的消耗，持续120秒。",3,Green,3,1,648,"Injector",False
799,"UVBulb2","紫外灯","可以发射紫外线的灯，一定程度上可以代替太阳光。",2,Green,3,1,761,"Tool",False
800,"Injection_MeleeDamage","近战针","大幅提高近战伤害，但持续时间很短，效用过了还会萎靡一段时间。",3,Green,3,1,670,"Injector",False
801,"Key_Card_Yellow","J-Lab门禁卡（黄）","可以进入J-Lab中的特殊区域。",7,Red,1,1,123000,"Key",False
802,"Key_Card_Red","J-Lab门禁卡（红）","可以进入J-Lab中的特殊区域。",7,Red,1,1,202000,"Key",False
803,"Key_Card_Green","J-Lab门禁卡（绿）","可以进入J-Lab中的特殊区域。",7,Red,1,1,161300,"Key",False
804,"Key_Card_Blue","J-Lab门禁卡（蓝）","可以进入J-Lab中的特殊区域。",7,Red,1,1,135200,"Key",False
805,"BP_VSS","蓝图：VSS","用于在工作台研发武器：VSS。",5,White,1,1,50,"Formula",False
806,"BP_ASVAL","蓝图：AS Val","用于在工作台研发武器：AS Val。",5,White,1,1,50,"Formula",False
807,"BP_DTMDR556","蓝图：DT MDR-556","用于在工作台研发武器：DT MDR-556。",4,White,1,1,50,"Formula",False
808,"BP_DTMDR762","蓝图：DT MDR-762","用于在工作台研发武器：DT MDR-762。",5,White,1,1,50,"Formula",False
809,"BP_MP7_Electric","蓝图：带电MP7","用于在工作台研发武器：带电MP7。",5,White,1,1,50,"Formula",False
810,"BP_PP19Bizon","蓝图：Bizon-2","用于在工作台研发武器：Bizon-2。",3,White,1,1,50,"Formula",False
811,"BP_PPSH","蓝图：PPSh","用于在工作台研发武器：PPSh。",2,White,1,1,50,"Formula",False
812,"BP_SR3M","蓝图：SR-3M","用于在工作台研发武器：SR-3M。",3,White,1,1,50,"Formula",False
813,"BP_Vector9","蓝图：Vector","用于在工作台研发武器：Vector。",3,White,1,1,50,"Formula",False
814,"BP_M700","蓝图：M700","用于在工作台研发武器：M700。",4,White,1,1,50,"Formula",False
815,"BP_Mosin","蓝图：Mosin-Nagant","用于在工作台研发武器：Mosin-Nagant。",4,White,1,1,50,"Formula",False
816,"BP_SV98","蓝图：SV98","用于在工作台研发武器：SV98。",5,White,1,1,50,"Formula",False
817,"BP_TT33","蓝图：TT-33","用于在工作台研发武器：TT-33。",0,White,1,1,50,"Formula",False
818,"BP_PM","蓝图：PM","用于在工作台研发武器：PM。",1,White,1,1,50,"Formula",False
819,"BP_Desert","蓝图：沙漠之鹰","用于在工作台研发武器：沙漠之鹰。",4,White,1,1,50,"Formula",False
820,"BP_M1A","蓝图：M1A","用于在工作台研发武器：M1A。",4,White,1,1,50,"Formula",False
821,"BP_M14","蓝图：M14","用于在工作台研发武器：M14。",5,White,1,1,50,"Formula",False
822,"BP_MCXSpear","蓝图：MCX Spear","用于在工作台研发武器：MCX Spear。",6,White,1,1,50,"Formula",False
823,"Quest_BlueprintPieces_MF_1","MF蓝图碎片1","用于研发步枪：MF的蓝图碎片。",4,White,1,1,50,"Quest",False
824,"Quest_BlueprintPieces_MF_2","MF蓝图碎片2","用于研发步枪：MF的蓝图碎片。",4,White,1,1,50,"Quest",False
825,"Quest_BlueprintPieces_MF_3","MF蓝图碎片3","用于研发步枪：MF的蓝图碎片。",4,White,1,1,50,"Quest",False
826,"Key_Card_ SouthFactory","南厂区钥匙卡","南厂区员工的门禁卡。",4,Purple,1,1,3987,"Key",False
827,"Key_MysteryX","神秘钥匙X","一把神秘的钥匙，上面刻着奇怪的符号，看上去像字母X。",6,Red,1,1,151675,"SpecialKey",False
828,"Key_MysteryO","神秘钥匙O","一把神秘的钥匙，上面刻着奇怪的符号，看上去像字母O。",6,Red,1,1,253228,"SpecialKey",False
829,"Key_MysteryZ","神秘Z钥匙","一把神秘的钥匙，上面刻着奇怪的符号，看上去像字母Z。",9,Green,1,1,500,"SpecialKey",False
830,"BP_NightVisionGoggles","蓝图：夜视仪","用于制造夜视仪的蓝图。",5,White,1,1,50,"Formula",False
831,"Key_Farm_SuperMarketSmallRoom","超市隔间钥匙","农场镇超市中小隔间的钥匙。",4,Blue,1,1,1688,"Key",False
832,"Key_Farm_RestaurantSmallRoom","餐厅隔间钥匙","农场镇餐厅中小隔间的钥匙。",3,Green,1,1,801,"Key",False
833,"UniversalGlueA","万能胶A","能够粘合一切的胶水，但需要与万能胶B配合使用才能发挥效用。",3,Green,1,1,844,"Daily",False
834,"UniversalGlueB","万能胶B","能够粘合一切的胶水，但需要与万能胶A配合使用才能发挥效用。",3,Green,1,1,826,"Daily",False
835,"Quest_DeliverBox_DestoryOnBase","快递","赶紧送到收货人那！可别带回基地了！",1,White,1,1,1,"Quest",False
836,"KeyRing","钥匙包","可以放八把钥匙。",5,LightRed,1,1,13964,"Continer",False
837,"Magazine_BR_ADS_1","BR快速弹匣I","提高瞄准速度的BR弹匣。",2,Green,1,1,500,"Accessory",False
838,"Magazine_BR_ADS_2","BR快速弹匣II","大幅提高瞄准速度的BR弹匣。",3,Blue,1,1,1100,"Accessory",False
839,"Magazine_BR_CAP_1","BR扩容弹匣I","提高枪械载弹量的BR弹匣。",2,Green,1,1,500,"Accessory",False
840,"Magazine_BR_CAP_2","BR扩容弹鼓II","大幅提高枪械载弹量的BR弹匣。",3,Blue,1,1,1100,"Accessory",False
841,"Xing","麻布头套","说是头套，其实是个麻袋，有人在上面写了个大大的“兴”字。",2,Green,1,1,600,"FaceMask",False
842,"Formula_UVBulb2","配方：紫外灯","在工作台制作紫外灯的配方。",99,White,1,1,0,"Formula",False
843,"Formula_Drum1","配方：红色大桶","在工作台制作红色大桶的配方。",99,White,1,1,0,"Formula",False
844,"Formula_Drum2","配方：蓝色大桶","在工作台制作蓝色大桶的配方。",99,White,1,1,0,"Formula",False
845,"Formula_Drum3","配方：黄色大桶","在工作台制作黄色大桶的配方。",99,White,1,1,0,"Formula",False
846,"Formula_Drum4","配方：金属油桶","在工作台制作金属大桶的配方。",99,White,1,1,0,"Formula",False
848,"Blindfold","遮眼布","以眼盲，换明心。",4,Purple,1,1,4399,"FaceMask",False
849,"BoatTicket","船票","往返于零号区下水道与农场镇码头的船票。",4,Orange,1,1,5000,"SpecialKey",False
850,"Bullet_Enemy_Piercing1","*Item_Bullet_Enemy_Piercing1*","*Item_Bullet_Enemy_Piercing1_Desc*",1,White,180,30,4,"Bullet",False
851,"Bullet_Enemy_Piercing2","*Item_Bullet_Enemy_Piercing2*","*Item_Bullet_Enemy_Piercing2_Desc*",2,Green,180,30,4,"Bullet",False
852,"Bullet_Enemy_Piercing3","*Item_Bullet_Enemy_Piercing3*","*Item_Bullet_Enemy_Piercing3_Desc*",3,White,180,30,4,"Bullet",False
853,"Bullet_Enemy_Piercing4","*Item_Bullet_Enemy_Piercing4*","*Item_Bullet_Enemy_Piercing4_Desc*",4,White,180,30,4,"Bullet",False
854,"Bullet_Enemy_Piercing5","*Item_Bullet_Enemy_Piercing5*","*Item_Bullet_Enemy_Piercing5_Desc*",5,White,180,30,4,"Bullet",False
855,"Bullet_Enemy_Piercing6","*Item_Bullet_Enemy_Piercing6*","*Item_Bullet_Enemy_Piercing6_Desc*",6,White,180,30,4,"Bullet",False
856,"Injection_StormProtection1","弱效空间风暴防护针","可以抵御风暴早期扰动的针剂，持续120秒，配合防护装备使用，则可以抵御风暴。",4,Blue,3,1,2359,"Injector",False
857,"Injection_StormProtection2","测试用空间风暴防护针","测试用的强效空间针剂，可以抵抗扭曲，持续120秒。",999,Red,3,1,26555,"Injector",False
858,"ArmorLV4StormProtection","空间防护服","经过J-Lab特殊改造的衣服，单独穿着就可以抵抗空间扰动，如果凑成一套，甚至可以抵抗空间扭曲。",5,Orange,1,1,6636,"Armor",False
859,"HelmatLV3StormProtection","空间防护头盔","经过J-Lab特殊改造的头盔，单独穿着就可以抵抗空间扰动，如果凑成一套，甚至可以抵抗空间扭曲。",5,Orange,1,1,3248,"Helmat",False
860,"SpaceCrystal","空间晶体","只有在空间风暴中才会出现的晶体，J-Lab曾对其做过长期研究，有传言他们的飞船技术就来源于此。",9,Blue,10,1,1200,"Special",False
861,"WeaponPartsPolluted","被污染的武器零件","被空间风暴侵蚀的武器零件，但对于某些特殊的枪械来说是必不可少的材料。",9,Purple,5,1,1520,"Tool",False
862,"AR_AK47_Fire","带火AK-47","被空间风暴侵蚀的AK，觉醒了特殊的属性。",9,Orange,1,1,3550,"Weapon",False
863,"BP_AR_AK47_Fire","蓝图：带火AK47","用于在高级工作台研发武器：带火AK-47。",5,White,1,1,50,"Formula",False
864,"GunPowder","火药","易燃危险！",1,White,300,30,2,"Special",False
865,"Formula_Dynamite","配方：管状炸弹","在工作台制作管状炸弹的配方。",99,Green,1,1,1000,"Formula",False
866,"Formula_DynamiteMultiple","配方：集束管状炸弹","在工作台制作集束管状炸弹的配方。",99,Red,1,1,200000,"Formula",False
867,"BP_GLick","蓝图：Glick","用于在工作台研发武器：格力克。",0,White,1,1,0,"Formula",False
868,"DemoChallengeTicket","挑战船票","九死一生，一旦倒在那，掉落的东西会被立马收走，一件不剩。",6,LightRed,1,1,10000,"SpecialKey",False
869,"ARR_BurstBow_Normal","连珠弓","可以一次性射出三支箭的弓，咻咻咻！",7,Red,1,1,36630,"Weapon",False
870,"Bullet_ARR_Piercing2","低级穿甲箭","能够穿透低级护甲的防护的箭矢。",4,Blue,20,10,95,"Bullet",False
871,"Bullet_ARR_Piercing4","中级穿甲箭","能够穿透中级护甲的防护的箭矢。",6,Purple,20,10,315,"Bullet",False
872,"Injection_RecoilControl","强翅针","短时间内强化翅膀力量，提高后坐力与散布控制能力，持续60秒。",5,Orange,3,1,6827,"Injector",False
873,"Formula_WeaponPartsPolluted","配方：被污染的武器零件","在工作台制作被污染的武器零件的配方。",99,Green,1,1,1000,"Formula",False
874,"Formula_ContinerL","配方：大扩容箱","在工作台制作大扩容箱的配方。",99,Green,1,1,768,"Formula",False
875,"Injection_Healing","恢复针","每秒恢复血量，持续30秒。",2,Green,3,1,875,"Injector",False
876,"SHT_MP155M_Normal","MP-155 ULTIMA","现代化版本的MP-155，几乎在所有方面都有提升。",7,Orange,1,1,6842,"Weapon",False
877,"BP_MP155M","蓝图：MP-155 ULTIMA","用于在工作台研发武器：MP-155 ULTIMA。",7,Red,1,1,49998,"Formula",False
878,"mushroom","蘑菇","红伞伞，白杆杆。",7,Green,3,1,444,"Food",False
879,"EGun_Magic_Ring","???","???",9,White,1,1,284,"Weapon",False
880,"PaperBoxArmor","*Item_PaperBoxArmor*","*Item_PaperBoxArmor_Desc*",999,Green,1,1,565,"Armor",False
881,"PaperBox","纸箱子","足够大的纸箱子。",2,Green,1,1,565,"Continer",False
882,"InjectionBag","注射器收纳包","可以装6种针，用的时候需要把针拿出来。",9,Red,1,1,29765,"Medic",False
883,"ProteinPowder","蛋白粉","从鸭蛋中浓缩提取，是健身鸭们的好朋友。",3,Green,1,1,470,"Food",False
884,"Formula_ProteinPowder","配方：蛋白粉","在工作台制作蛋白粉的配方。",99,Green,1,1,655,"Formula",False
885,"ArmorLV6","六级防弹衣","能提供无与伦比的防护力，但十分沉重。",6,LightRed,1,1,10358,"Armor",False
886,"Key_Card_Black","J-Lab门禁卡（黑）","可以进入J-Lab中的特殊区域。",7,Red,1,1,135800,"Key",False
887,"Key_Card_Purple","J-Lab门禁卡（紫）","可以进入J-Lab中的特殊区域。",7,Red,1,1,191900,"Key",False
888,"Apple","苹果","一天一苹果。",2,White,3,1,333,"Crop",False
889,"Helmat_Vida","维达头盔","维达的头盔，里头有点闷，视野也不太好。",9,Red,1,1,4444,"Helmat",False
890,"BlackDogTag","狗牌","雇佣兵身上带着的身份识别牌，但好像都是一样的。",2,Blue,10,1,1000,"Special",False
891,"Helmat_Roadblock","路障头盔","不知道为什么，反正它就叫这个名字。",7,Red,1,1,16788,"Helmat",False
892,"EnemyGun_RoadBlock_Rifle","???","???",9,White,1,1,218,"Weapon",False
893,"AnimalWeapon_Invisable","空手","*Item_AnimalWeapon_Desc*",9,White,1,1,175,"Weapon",False
894,"Armor_SBossPhysical_ResPoison","噗咙防弹衣","实验体噗咙噗咙穿着的防弹衣。噗咙噗咙的这套装备对物理和毒属性有很好的防御能力，但对其他属性的防护能力都非常堪忧。",7,LightRed,1,1,8295,"Armor",False
895,"Helmat_SBossPhysical_ResPoison","噗咙头盔","实验体噗咙噗咙穿着的头盔。噗咙噗咙的这套装备对物理和毒属性有很好的防御能力，但对其他属性的防护能力都非常堪忧。",7,LightRed,1,1,4060,"Helmat",False
896,"Armor_SBossPoison_LowDurResFire","咕噜防弹衣","实验体咕噜咕噜穿着的防弹衣。咕噜咕噜的这套装备防护能力很强且对火和毒属性有很好的防御能力，但耐久度相当堪忧且极易被电属性伤害。",7,LightRed,1,1,8295,"Armor",False
897,"Helmat_SBossPoison_LowDurResFire","咕噜头盔","实验体咕噜咕噜穿着的头盔。啪啦啪啦的这套装备防护能力很强且对火和毒属性有很好的防御能力，但耐久度相当堪忧且极易被电属性伤害。",7,LightRed,1,1,4060,"Helmat",False
898,"EGun_StormBoss_1_BreakArmor","???","???",9,White,1,1,284,"Weapon",False
899,"EGun_StormBoss_2_Poison","*Item_EGun_StormBoss_2_Poison*","*Item_EGun_StormBoss_2_Poison_Desc*",9,White,1,1,284,"Weapon",False
900,"EGun_StormBoss_3_Fire","*Item_EGun_StormBoss_3_Fire*","*Item_EGun_StormBoss_3_Fire_Desc*",9,White,1,1,284,"Weapon",False
901,"EGun_StormBoss_4_Electric","*Item_EGun_StormBoss_4_Electric*","*Item_EGun_StormBoss_4_Electric_Desc*",9,White,1,1,284,"Weapon",False
902,"EGun_StormBoss_5_Space","???","*Item_EGun_StormBoss_5_Space_Desc*",9,White,1,1,284,"Weapon",False
908,"Armor_SBossFire_ResElec","啪啦防弹衣","实验体啪啦啪啦穿着的防弹衣。啪啦啪啦的这套装备对火和电属性有很好的防御能力，但极易被毒属性伤害。",7,LightRed,1,1,8295,"Armor",False
909,"Armor_SBossElec_ResSpace","比利防弹衣","实验体比利比利穿着的防弹衣。比利比利的这套装备对电和空间属性有很好的防御能力，但极易被火属性伤害。",7,LightRed,1,1,8295,"Armor",False
910,"Armor_SBossSpace","口口防弹衣","*Item_Armor_SBossSpace_Desc*",7,LightRed,1,1,8295,"Armor",False
911,"Helmat_SBossFire_ResElec","啪啦头盔","实验体啪啦啪啦穿着的头盔。啪啦啪啦的这套装备对火和电属性有很好的防御能力，但极易被毒属性伤害。",7,LightRed,1,1,4060,"Helmat",False
912,"Helmat_SBossElec_ResSpace","比利头盔","实验体比利比利穿着的头盔。比利比利的这套装备对电和空间属性有很好的防御能力，但极易被火属性伤害。",7,LightRed,1,1,4060,"Helmat",False
913,"Helmat_SBossSpace","口口头盔","*Item_Helmat_SBossSpace_Desc*",7,LightRed,1,1,4060,"Helmat",False
914,"PST_StormBoss_Poison","咕噜枪","伤害虽然不高，但非常容易让命中的目标中毒。",9,LightRed,1,1,12087,"Weapon",False
915,"BR_Storm_Space","风暴枪","凝结了J-lab对于风暴的几乎所有研究。",9,Red,1,1,31406,"Weapon",False
916,"MG_StormBoss_Fire","啪啦枪","载弹量相当巨大，有极强的火力压制能力。",9,LightRed,1,1,16364,"Weapon",False
917,"SHT_StormBoss_Elec","比利枪","带着强力的电流，发出哔哩哔哩的声音。",9,LightRed,1,1,17618,"Weapon",False
918,"Bullet_PWL_L","大型能量弹","为大型能量枪提供能量。",9,Blue,150,30,50,"Bullet",False
919,"TestSeed","测试种子","能种出苹果、胡萝卜、土豆。",999,White,1,1,89,"Seed",False
920,"ArmorLV5StormProtection","空间防护服终极版","J-lab空间防护服反复迭代后的最终产品。在保证原有抵抗风暴的性能同时，大幅提高了其防护性能与空间伤害的防护能力且每1秒会清除身上一层碎裂。",7,Red,1,1,8295,"Armor",False
921,"HelmatLV5StormProtection","空间防护头盔最终版","J-lab空间防护头盔反复迭代后的最终产品。在保证原有抵抗风暴的性能同时，大幅提高了其防护性能与空间伤害的防护能力。",7,Red,1,1,4060,"Helmat",False
922,"Cartridge_Snake","蛇形武装","游戏卡带：蛇形武装，听说这游戏在蒸发平台上有97%的好评！但总感觉这个“形”有点不太对劲。",4,Purple,1,1,4321,"MiniGame",False
923,"FutureConsole","未来主机","未来主机Future Console，好像只能渲染2D游戏。",6,LightRed,1,1,10679,"MiniGame",False
924,"GameTable","*Item_GameTable*","*Item_GameTable_Desc*",999,White,1,1,0,"MiniGame",False
925,"MonochromeMonitor","黑白显示器","只能显示黑白内容的显示器。",3,Blue,1,1,1688,"MiniGame",False
926,"AcceleratorCard","加速卡","可以让未来主机渲染3D画面。",0,White,1,1,0,"MiniGame",False
927,"Cartridge_BubblePop","碳酸危鸭","游戏卡带：碳酸危鸭，游戏名字的灵感来源于J-lab的那些实验体。",4,Orange,1,1,6543,"MiniGame",False
928,"Cartridge_FactoryPanicShock","*Item_Cartridge_FactoryPanicShock*","*Item_Cartridge_FactoryPanicShock_Desc*",999,Orange,1,1,7654,"MiniGame",False
929,"Cartridge_GoldMiner","鸭鸭矿工","游戏卡带：鸭鸭矿工，这下挖矿不需要显卡了。",4,Orange,1,1,5432,"MiniGame",False
930,"ColorMonitor","彩色显示器","可以显示彩色内容的显示器。",5,Orange,1,1,7688,"MiniGame",False
931,"EGun_Magic_Ring_Mushroom","???","???",9,White,1,1,284,"Weapon",False
932,"Stone","小石头","可以发出声响，吸引敌人。",1,White,12,4,10,"Tool",False
933,"ToxGrenade","毒雾弹","可以放出毒烟，在烟雾中会中毒，受到持续伤害。",4,Green,1,1,680,"Explosive",False
934,"Helmat_Soda_battery1","*Item_Helmat_Soda_battery1*","*Item_Helmat_Soda_battery1_Desc*",93,Green,1,1,1183,"Helmat",False
935,"Helmat_Soda_battery2","*Item_Helmat_Soda_battery2*","*Item_Helmat_Soda_battery2_Desc*",94,Purple,1,1,2551,"Helmat",False
936,"Helmat_Soda_Bucket","罐子头盔","非常硬的头盔，但是戴上就看不见了，也挡不了几颗子弹。",92,Green,1,1,685,"Helmat",False
937,"Helmat_Soda_Displayer","*Item_Helmat_Soda_Displayer*","*Item_Helmat_Soda_Displayer_Desc*",94,Orange,1,1,5866,"Helmat",False
938,"Shit","粑粑","臭臭的，但好像有东西喜欢这个。",1,White,5,1,10,"Shit",False
939,"Shit_Fly","粑粑","臭臭的，但好像有东西喜欢这个。",99,Green,1,1,580,"Special",False
940,"Shit_FlyBoss","粑粑","臭臭的，但好像有东西喜欢这个。",99,Green,1,1,580,"Special",False
941,"FireGrenade","燃烧弹","内部装满了燃料，可以点燃地面。",4,Green,1,1,680,"Explosive",False
942,"ElecGrenade","电击手雷","储存着电力的强力手雷，能造成无视护甲的电属性伤害，对机械类敌人特别有效。",4,Green,1,1,780,"Explosive",False
943,"Poop_ShitGun_Poison","噗噗枪","蝇蝇队员携带的枪，使用的子弹有些特殊。",9,Purple,1,1,4125,"Weapon",False
944,"Bullet_Poop_Normal","粑粑弹","将屎分成了小份，这样就能塞进枪里了。",9,White,150,30,1,"Bullet",False
945,"Backpack_Fly_Wing","蝇蝇翅膀","蝇蝇队所用的背包，重量相当轻，还能大幅提高负重能力，就是空间相当小。",4,Blue,1,1,1236,"Backpack",False
946,"Poop_ShotShitGun_Poison","噗噗喷","蝇蝇队长携带的枪，使用的子弹有些特殊。",9,Orange,1,1,6630,"Weapon",False
947,"Totem_Armor 3","图腾:甲胄 Ⅲ","极大提高防护属性，但受到的属性伤害也会提高。",5,Orange,1,1,6000,"Totem",False
948,"Totem_Attack 2","图腾:攻击 II","造成的基础伤害提高。",999,Blue,1,1,2000,"Totem",False
949,"Totem_Attack 3","图腾:攻击 Ⅲ","造成的基础伤害大幅提高，但对枪械的后坐力控制下降。",999,Orange,1,1,6000,"Totem",False
950,"Totem_Attack","图腾:攻击 I","造成的基础伤害小幅提高。",999,White,1,1,350,"Totem",False
951,"Totem_ElecResist 3","图腾:抗电 Ⅲ","免疫触电并略微降低受到的电属性伤害。",5,Orange,1,1,6000,"Totem",False
952,"Totem_FinalDash 2","图腾：马拉松 Ⅱ","减少耐力消耗。",3,Blue,1,1,2000,"Totem",False
953,"Totem_FinalDash 3","图腾：马拉松 Ⅲ","大幅减少耐力消耗。",4,Purple,1,1,3500,"Totem",False
954,"Totem_FireResist 2","图腾:抗火 Ⅱ","免疫点燃。",4,Purple,1,1,3500,"Totem",False
955,"Totem_FireResist 3","图腾:抗火 Ⅲ","免疫点燃并略微降低受到的火属性伤害。",5,Orange,1,1,6000,"Totem",False
956,"Totem_FireResist","图腾:抗火 Ⅰ","降低受到的火属性伤害。",3,Blue,1,1,2000,"Totem",False
957,"Totem_GunDamage 3","图腾:进击 Ⅲ","巨幅提高枪械的伤害，但会降低枪械的射程。",5,Orange,1,1,6000,"Totem",False
958,"Totem_Healing 2","图腾:恢复 Ⅱ","若10秒内未受到伤害，缓慢中幅回复生命值。",3,Blue,1,1,2000,"Totem",False
