ID,Name,DisplayName,Description,Quality,MaxStackCount,DefaultStackCount,PriceEach,Category
790,"ArmorLV1Fire","一级防火服","强化了防火性能的护甲，虽然对于子弹的防护能力提升不多，但可以大幅降低受到的火伤害。",999,1,1,575,"Armor"
791,"Jacket","皮夹克","用坚固的皮革制作，虽然是民用的衣服，但足够防护一些劣等子弹。",999,1,1,155,"Armor"
793,"Formula_Injection_A","配方：黄针","可以大幅提高移动速度的针剂的配方。",3,1,1,50,"Formula"
794,"Formula_Injection_Weight","配方：负重针","可以大幅提高负重的针剂的配方。",3,1,1,50,"Formula"
795,"Key_HiddenWarehouse_RBHouse","民房钥匙","仓库区某处民房的钥匙。",2,1,1,220,"Key"
796,"BP_ThermalVisionGoggles","蓝图：T-7热成像目镜","用于制造T-7热成像目镜的蓝图。",6,1,1,50,"Formula"
797,"Injection_StoneSkin","硬化针","使毛发与皮肤变硬，身体护甲提高0.25，持续120秒。",3,3,1,648,"Injector"
798,"Injection_Stamina","持久针","提高耐力回复并降低耐力消耗，但会加快水分的消耗，持续120秒。",3,3,1,648,"Injector"
799,"UVBulb2","紫外灯","可以发射紫外线的灯，一定程度上可以代替太阳光。",2,3,1,761,"Tool"
800,"Injection_MeleeDamage","近战针","大幅提高近战伤害，但持续时间很短，效用过了还会萎靡一段时间。",3,3,1,670,"Injector"
801,"Key_Card_Yellow","J-Lab门禁卡（黄）","可以进入J-Lab中的特殊区域。",7,1,1,123000,"Key"
802,"Key_Card_Red","J-Lab门禁卡（红）","可以进入J-Lab中的特殊区域。",7,1,1,202000,"Key"
803,"Key_Card_Green","J-Lab门禁卡（绿）","可以进入J-Lab中的特殊区域。",7,1,1,161300,"Key"
804,"Key_Card_Blue","J-Lab门禁卡（蓝）","可以进入J-Lab中的特殊区域。",7,1,1,135200,"Key"
805,"BP_VSS","蓝图：VSS","用于在工作台研发武器：VSS。",5,1,1,50,"Formula"
806,"BP_ASVAL","蓝图：AS Val","用于在工作台研发武器：AS Val。",5,1,1,50,"Formula"
807,"BP_DTMDR556","蓝图：DT MDR-556","用于在工作台研发武器：DT MDR-556。",4,1,1,50,"Formula"
808,"BP_DTMDR762","蓝图：DT MDR-762","用于在工作台研发武器：DT MDR-762。",5,1,1,50,"Formula"
809,"BP_MP7_Electric","蓝图：带电MP7","用于在工作台研发武器：带电MP7。",5,1,1,50,"Formula"
810,"BP_PP19Bizon","蓝图：Bizon-2","用于在工作台研发武器：Bizon-2。",3,1,1,50,"Formula"
811,"BP_PPSH","蓝图：PPSh","用于在工作台研发武器：PPSh。",2,1,1,50,"Formula"
812,"BP_SR3M","蓝图：SR-3M","用于在工作台研发武器：SR-3M。",3,1,1,50,"Formula"
813,"BP_Vector9","蓝图：Vector","用于在工作台研发武器：Vector。",3,1,1,50,"Formula"
814,"BP_M700","蓝图：M700","用于在工作台研发武器：M700。",4,1,1,50,"Formula"
815,"BP_Mosin","蓝图：Mosin-Nagant","用于在工作台研发武器：Mosin-Nagant。",4,1,1,50,"Formula"
816,"BP_SV98","蓝图：SV98","用于在工作台研发武器：SV98。",5,1,1,50,"Formula"
817,"BP_TT33","蓝图：TT-33","用于在工作台研发武器：TT-33。",0,1,1,50,"Formula"
818,"BP_PM","蓝图：PM","用于在工作台研发武器：PM。",1,1,1,50,"Formula"
819,"BP_Desert","蓝图：沙漠之鹰","用于在工作台研发武器：沙漠之鹰。",4,1,1,50,"Formula"
820,"BP_M1A","蓝图：M1A","用于在工作台研发武器：M1A。",4,1,1,50,"Formula"
821,"BP_M14","蓝图：M14","用于在工作台研发武器：M14。",5,1,1,50,"Formula"
822,"BP_MCXSpear","蓝图：MCX Spear","用于在工作台研发武器：MCX Spear。",6,1,1,50,"Formula"
823,"Quest_BlueprintPieces_MF_1","MF蓝图碎片1","用于研发步枪：MF的蓝图碎片。",4,1,1,50,"Quest"
824,"Quest_BlueprintPieces_MF_2","MF蓝图碎片2","用于研发步枪：MF的蓝图碎片。",4,1,1,50,"Quest"
825,"Quest_BlueprintPieces_MF_3","MF蓝图碎片3","用于研发步枪：MF的蓝图碎片。",4,1,1,50,"Quest"
826,"Key_Card_ SouthFactory","南厂区钥匙卡","南厂区员工的门禁卡。",4,1,1,3987,"Key"
827,"Key_MysteryX","神秘钥匙X","一把神秘的钥匙，上面刻着奇怪的符号，看上去像字母X。",6,1,1,151675,"SpecialKey"
828,"Key_MysteryO","神秘钥匙O","一把神秘的钥匙，上面刻着奇怪的符号，看上去像字母O。",6,1,1,253228,"SpecialKey"
829,"Key_MysteryZ","神秘Z钥匙","一把神秘的钥匙，上面刻着奇怪的符号，看上去像字母Z。",9,1,1,500,"SpecialKey"
830,"BP_NightVisionGoggles","蓝图：夜视仪","用于制造夜视仪的蓝图。",5,1,1,50,"Formula"
831,"Key_Farm_SuperMarketSmallRoom","超市隔间钥匙","农场镇超市中小隔间的钥匙。",4,1,1,1688,"Key"
832,"Key_Farm_RestaurantSmallRoom","餐厅隔间钥匙","农场镇餐厅中小隔间的钥匙。",3,1,1,801,"Key"
833,"UniversalGlueA","万能胶A","能够粘合一切的胶水，但需要与万能胶B配合使用才能发挥效用。",3,1,1,844,"Daily"
834,"UniversalGlueB","万能胶B","能够粘合一切的胶水，但需要与万能胶A配合使用才能发挥效用。",3,1,1,826,"Daily"
835,"Quest_DeliverBox_DestoryOnBase","快递","赶紧送到收货人那！可别带回基地了！",1,1,1,1,"Quest"
836,"KeyRing","钥匙包","可以放八把钥匙。",5,1,1,13964,"Continer"
837,"Magazine_BR_ADS_1","BR快速弹匣I","提高瞄准速度的BR弹匣。",2,1,1,500,"Accessory"
838,"Magazine_BR_ADS_2","BR快速弹匣II","大幅提高瞄准速度的BR弹匣。",3,1,1,1100,"Accessory"
839,"Magazine_BR_CAP_1","BR扩容弹匣I","提高枪械载弹量的BR弹匣。",2,1,1,500,"Accessory"
840,"Magazine_BR_CAP_2","BR扩容弹鼓II","大幅提高枪械载弹量的BR弹匣。",3,1,1,1100,"Accessory"
841,"Xing","麻布头套","说是头套，其实是个麻袋，有人在上面写了个大大的“兴”字。",2,1,1,600,"FaceMask"
842,"Formula_UVBulb2","配方：紫外灯","在工作台制作紫外灯的配方。",99,1,1,0,"Formula"
843,"Formula_Drum1","配方：红色大桶","在工作台制作红色大桶的配方。",99,1,1,0,"Formula"
844,"Formula_Drum2","配方：蓝色大桶","在工作台制作蓝色大桶的配方。",99,1,1,0,"Formula"
845,"Formula_Drum3","配方：黄色大桶","在工作台制作黄色大桶的配方。",99,1,1,0,"Formula"
846,"Formula_Drum4","配方：金属油桶","在工作台制作金属大桶的配方。",99,1,1,0,"Formula"
848,"Blindfold","遮眼布","以眼盲，换明心。",4,1,1,4399,"FaceMask"
849,"BoatTicket","船票","往返于零号区下水道与农场镇码头的船票。",4,1,1,5000,"SpecialKey"
850,"Bullet_Enemy_Piercing1","*Item_Bullet_Enemy_Piercing1*","*Item_Bullet_Enemy_Piercing1_Desc*",1,180,30,4,"Bullet"
851,"Bullet_Enemy_Piercing2","*Item_Bullet_Enemy_Piercing2*","*Item_Bullet_Enemy_Piercing2_Desc*",2,180,30,4,"Bullet"
852,"Bullet_Enemy_Piercing3","*Item_Bullet_Enemy_Piercing3*","*Item_Bullet_Enemy_Piercing3_Desc*",3,180,30,4,"Bullet"
853,"Bullet_Enemy_Piercing4","*Item_Bullet_Enemy_Piercing4*","*Item_Bullet_Enemy_Piercing4_Desc*",4,180,30,4,"Bullet"
854,"Bullet_Enemy_Piercing5","*Item_Bullet_Enemy_Piercing5*","*Item_Bullet_Enemy_Piercing5_Desc*",5,180,30,4,"Bullet"
855,"Bullet_Enemy_Piercing6","*Item_Bullet_Enemy_Piercing6*","*Item_Bullet_Enemy_Piercing6_Desc*",6,180,30,4,"Bullet"
856,"Injection_StormProtection1","弱效空间风暴防护针","可以抵御风暴早期扰动的针剂，持续120秒，配合防护装备使用，则可以抵御风暴。",4,3,1,2359,"Injector"
857,"Injection_StormProtection2","测试用空间风暴防护针","测试用的强效空间针剂，可以抵抗扭曲，持续120秒。",999,3,1,26555,"Injector"
858,"ArmorLV4StormProtection","空间防护服","经过J-Lab特殊改造的衣服，单独穿着就可以抵抗空间扰动，如果凑成一套，甚至可以抵抗空间扭曲。",5,1,1,6636,"Armor"
859,"HelmatLV3StormProtection","空间防护头盔","经过J-Lab特殊改造的头盔，单独穿着就可以抵抗空间扰动，如果凑成一套，甚至可以抵抗空间扭曲。",5,1,1,3248,"Helmat"
860,"SpaceCrystal","空间晶体","只有在空间风暴中才会出现的晶体，J-Lab曾对其做过长期研究，有传言他们的飞船技术就来源于此。",9,10,1,1200,"Special"
861,"WeaponPartsPolluted","被污染的武器零件","被空间风暴侵蚀的武器零件，但对于某些特殊的枪械来说是必不可少的材料。",9,5,1,1520,"Tool"
862,"AR_AK47_Fire","带火AK-47","被空间风暴侵蚀的AK，觉醒了特殊的属性。",9,1,1,3550,"Weapon"
863,"BP_AR_AK47_Fire","蓝图：带火AK47","用于在高级工作台研发武器：带火AK-47。",5,1,1,50,"Formula"
864,"GunPowder","火药","易燃危险！",1,300,30,2,"Special"
865,"Formula_Dynamite","配方：管状炸弹","在工作台制作管状炸弹的配方。",99,1,1,1000,"Formula"
866,"Formula_DynamiteMultiple","配方：集束管状炸弹","在工作台制作集束管状炸弹的配方。",99,1,1,200000,"Formula"
867,"BP_GLick","蓝图：Glick","用于在工作台研发武器：格力克。",0,1,1,0,"Formula"
868,"DemoChallengeTicket","挑战船票","九死一生，一旦倒在那，掉落的东西会被立马收走，一件不剩。",6,1,1,10000,"SpecialKey"
869,"ARR_BurstBow_Normal","连珠弓","可以一次性射出三支箭的弓，咻咻咻！",7,1,1,36630,"Weapon"
870,"Bullet_ARR_Piercing2","低级穿甲箭","能够穿透低级护甲的防护的箭矢。",4,20,10,95,"Bullet"
871,"Bullet_ARR_Piercing4","中级穿甲箭","能够穿透中级护甲的防护的箭矢。",6,20,10,315,"Bullet"
872,"Injection_RecoilControl","强翅针","短时间内强化翅膀力量，提高后坐力与散布控制能力，持续60秒。",5,3,1,6827,"Injector"
873,"Formula_WeaponPartsPolluted","配方：被污染的武器零件","在工作台制作被污染的武器零件的配方。",99,1,1,1000,"Formula"
874,"Formula_ContinerL","配方：大扩容箱","在工作台制作大扩容箱的配方。",99,1,1,768,"Formula"
875,"Injection_Healing","恢复针","每秒恢复血量，持续30秒。",2,3,1,875,"Injector"
876,"SHT_MP155M_Normal","MP-155 ULTIMA","现代化版本的MP-155，几乎在所有方面都有提升。",7,1,1,6842,"Weapon"
877,"BP_MP155M","蓝图：MP-155 ULTIMA","用于在工作台研发武器：MP-155 ULTIMA。",7,1,1,49998,"Formula"
878,"mushroom","蘑菇","红伞伞，白杆杆。",7,3,1,444,"Food"
879,"EGun_Magic_Ring","???","???",9,1,1,284,"Weapon"
880,"PaperBoxArmor","*Item_PaperBoxArmor*","*Item_PaperBoxArmor_Desc*",999,1,1,565,"Armor"
881,"PaperBox","纸箱子","足够大的纸箱子。",2,1,1,565,"Continer"
882,"InjectionBag","注射器收纳包","可以装6种针，用的时候需要把针拿出来。",9,1,1,29765,"Medic"
883,"ProteinPowder","蛋白粉","从鸭蛋中浓缩提取，是健身鸭们的好朋友。",3,1,1,470,"Food"
884,"Formula_ProteinPowder","配方：蛋白粉","在工作台制作蛋白粉的配方。",99,1,1,655,"Formula"
885,"ArmorLV6","六级防弹衣","能提供无与伦比的防护力，但十分沉重。",6,1,1,10358,"Armor"
886,"Key_Card_Black","J-Lab门禁卡（黑）","可以进入J-Lab中的特殊区域。",7,1,1,135800,"Key"
887,"Key_Card_Purple","J-Lab门禁卡（紫）","可以进入J-Lab中的特殊区域。",7,1,1,191900,"Key"
888,"Apple","苹果","一天一苹果。",2,3,1,333,"Crop"
889,"Helmat_Vida","维达头盔","维达的头盔，里头有点闷，视野也不太好。",9,1,1,4444,"Helmat"
890,"BlackDogTag","狗牌","雇佣兵身上带着的身份识别牌，但好像都是一样的。",2,10,1,1000,"Special"
891,"Helmat_Roadblock","路障头盔","不知道为什么，反正它就叫这个名字。",7,1,1,16788,"Helmat"
892,"EnemyGun_RoadBlock_Rifle","???","???",9,1,1,218,"Weapon"
893,"AnimalWeapon_Invisable","空手","*Item_AnimalWeapon_Desc*",9,1,1,175,"Weapon"
894,"Armor_SBossPhysical_ResPoison","噗咙防弹衣","实验体噗咙噗咙穿着的防弹衣。噗咙噗咙的这套装备对物理和毒属性有很好的防御能力，但对其他属性的防护能力都非常堪忧。",7,1,1,8295,"Armor"
895,"Helmat_SBossPhysical_ResPoison","噗咙头盔","实验体噗咙噗咙穿着的头盔。噗咙噗咙的这套装备对物理和毒属性有很好的防御能力，但对其他属性的防护能力都非常堪忧。",7,1,1,4060,"Helmat"
896,"Armor_SBossPoison_LowDurResFire","咕噜防弹衣","实验体咕噜咕噜穿着的防弹衣。咕噜咕噜的这套装备防护能力很强且对火和毒属性有很好的防御能力，但耐久度相当堪忧且极易被电属性伤害。",7,1,1,8295,"Armor"
897,"Helmat_SBossPoison_LowDurResFire","咕噜头盔","实验体咕噜咕噜穿着的头盔。啪啦啪啦的这套装备防护能力很强且对火和毒属性有很好的防御能力，但耐久度相当堪忧且极易被电属性伤害。",7,1,1,4060,"Helmat"
898,"EGun_StormBoss_1_BreakArmor","???","???",9,1,1,284,"Weapon"
899,"EGun_StormBoss_2_Poison","*Item_EGun_StormBoss_2_Poison*","*Item_EGun_StormBoss_2_Poison_Desc*",9,1,1,284,"Weapon"
900,"EGun_StormBoss_3_Fire","*Item_EGun_StormBoss_3_Fire*","*Item_EGun_StormBoss_3_Fire_Desc*",9,1,1,284,"Weapon"
901,"EGun_StormBoss_4_Electric","*Item_EGun_StormBoss_4_Electric*","*Item_EGun_StormBoss_4_Electric_Desc*",9,1,1,284,"Weapon"
902,"EGun_StormBoss_5_Space","???","*Item_EGun_StormBoss_5_Space_Desc*",9,1,1,284,"Weapon"
908,"Armor_SBossFire_ResElec","啪啦防弹衣","实验体啪啦啪啦穿着的防弹衣。啪啦啪啦的这套装备对火和电属性有很好的防御能力，但极易被毒属性伤害。",7,1,1,8295,"Armor"
909,"Armor_SBossElec_ResSpace","比利防弹衣","实验体比利比利穿着的防弹衣。比利比利的这套装备对电和空间属性有很好的防御能力，但极易被火属性伤害。",7,1,1,8295,"Armor"
910,"Armor_SBossSpace","口口防弹衣","*Item_Armor_SBossSpace_Desc*",7,1,1,8295,"Armor"
911,"Helmat_SBossFire_ResElec","啪啦头盔","实验体啪啦啪啦穿着的头盔。啪啦啪啦的这套装备对火和电属性有很好的防御能力，但极易被毒属性伤害。",7,1,1,4060,"Helmat"
912,"Helmat_SBossElec_ResSpace","比利头盔","实验体比利比利穿着的头盔。比利比利的这套装备对电和空间属性有很好的防御能力，但极易被火属性伤害。",7,1,1,4060,"Helmat"
913,"Helmat_SBossSpace","口口头盔","*Item_Helmat_SBossSpace_Desc*",7,1,1,4060,"Helmat"
914,"PST_StormBoss_Poison","咕噜枪","伤害虽然不高，但非常容易让命中的目标中毒。",9,1,1,12087,"Weapon"
915,"BR_Storm_Space","风暴枪","凝结了J-lab对于风暴的几乎所有研究。",9,1,1,31406,"Weapon"
916,"MG_StormBoss_Fire","啪啦枪","载弹量相当巨大，有极强的火力压制能力。",9,1,1,16364,"Weapon"
917,"SHT_StormBoss_Elec","比利枪","带着强力的电流，发出哔哩哔哩的声音。",9,1,1,17618,"Weapon"
918,"Bullet_PWL_L","大型能量弹","为大型能量枪提供能量。",9,150,30,50,"Bullet"
919,"TestSeed","测试种子","能种出苹果、胡萝卜、土豆。",999,1,1,89,"Seed"
920,"ArmorLV5StormProtection","空间防护服终极版","J-lab空间防护服反复迭代后的最终产品。在保证原有抵抗风暴的性能同时，大幅提高了其防护性能与空间伤害的防护能力且每1秒会清除身上一层碎裂。",7,1,1,8295,"Armor"
921,"HelmatLV5StormProtection","空间防护头盔最终版","J-lab空间防护头盔反复迭代后的最终产品。在保证原有抵抗风暴的性能同时，大幅提高了其防护性能与空间伤害的防护能力。",7,1,1,4060,"Helmat"
922,"Cartridge_Snake","蛇形武装","游戏卡带：蛇形武装，听说这游戏在蒸发平台上有97%的好评！但总感觉这个“形”有点不太对劲。",4,1,1,4321,"MiniGame"
923,"FutureConsole","未来主机","未来主机Future Console，好像只能渲染2D游戏。",6,1,1,10679,"MiniGame"
924,"GameTable","*Item_GameTable*","*Item_GameTable_Desc*",999,1,1,0,"MiniGame"
925,"MonochromeMonitor","黑白显示器","只能显示黑白内容的显示器。",3,1,1,1688,"MiniGame"
926,"AcceleratorCard","加速卡","可以让未来主机渲染3D画面。",0,1,1,0,"MiniGame"
927,"Cartridge_BubblePop","碳酸危鸭","游戏卡带：碳酸危鸭，游戏名字的灵感来源于J-lab的那些实验体。",4,1,1,6543,"MiniGame"
928,"Cartridge_FactoryPanicShock","*Item_Cartridge_FactoryPanicShock*","*Item_Cartridge_FactoryPanicShock_Desc*",999,1,1,7654,"MiniGame"
929,"Cartridge_GoldMiner","鸭鸭矿工","游戏卡带：鸭鸭矿工，这下挖矿不需要显卡了。",4,1,1,5432,"MiniGame"
930,"ColorMonitor","彩色显示器","可以显示彩色内容的显示器。",5,1,1,7688,"MiniGame"
931,"EGun_Magic_Ring_Mushroom","???","???",9,1,1,284,"Weapon"
932,"Stone","小石头","可以发出声响，吸引敌人。",1,12,4,10,"Tool"
933,"ToxGrenade","毒雾弹","可以放出毒烟，在烟雾中会中毒，受到持续伤害。",4,1,1,680,"Explosive"
934,"Helmat_Soda_battery1","*Item_Helmat_Soda_battery1*","*Item_Helmat_Soda_battery1_Desc*",93,1,1,1183,"Helmat"
935,"Helmat_Soda_battery2","*Item_Helmat_Soda_battery2*","*Item_Helmat_Soda_battery2_Desc*",94,1,1,2551,"Helmat"
936,"Helmat_Soda_Bucket","罐子头盔","非常硬的头盔，但是戴上就看不见了，也挡不了几颗子弹。",92,1,1,685,"Helmat"
937,"Helmat_Soda_Displayer","*Item_Helmat_Soda_Displayer*","*Item_Helmat_Soda_Displayer_Desc*",94,1,1,5866,"Helmat"
938,"Shit","粑粑","臭臭的，但好像有东西喜欢这个。",1,5,1,10,"Shit"
939,"Shit_Fly","粑粑","臭臭的，但好像有东西喜欢这个。",99,1,1,580,"Special"
940,"Shit_FlyBoss","粑粑","臭臭的，但好像有东西喜欢这个。",99,1,1,580,"Special"
941,"FireGrenade","燃烧弹","内部装满了燃料，可以点燃地面。",4,1,1,680,"Explosive"
942,"ElecGrenade","电击手雷","储存着电力的强力手雷，能造成无视护甲的电属性伤害，对机械类敌人特别有效。",4,1,1,780,"Explosive"
943,"Poop_ShitGun_Poison","噗噗枪","蝇蝇队员携带的枪，使用的子弹有些特殊。",9,1,1,4125,"Weapon"
944,"Bullet_Poop_Normal","粑粑弹","将屎分成了小份，这样就能塞进枪里了。",9,150,30,1,"Bullet"
945,"Backpack_Fly_Wing","蝇蝇翅膀","蝇蝇队所用的背包，重量相当轻，还能大幅提高负重能力，就是空间相当小。",4,1,1,1236,"Backpack"
946,"Poop_ShotShitGun_Poison","噗噗喷","蝇蝇队长携带的枪，使用的子弹有些特殊。",9,1,1,6630,"Weapon"
947,"Totem_Armor 3","图腾:甲胄 Ⅲ","极大提高防护属性，但受到的属性伤害也会提高。",5,1,1,6000,"Totem"
948,"Totem_Attack 2","图腾:攻击 II","造成的基础伤害提高。",999,1,1,2000,"Totem"
949,"Totem_Attack 3","图腾:攻击 Ⅲ","造成的基础伤害大幅提高，但对枪械的后坐力控制下降。",999,1,1,6000,"Totem"
950,"Totem_Attack","图腾:攻击 I","造成的基础伤害小幅提高。",999,1,1,350,"Totem"
951,"Totem_ElecResist 3","图腾:抗电 Ⅲ","免疫触电并略微降低受到的电属性伤害。",5,1,1,6000,"Totem"
952,"Totem_FinalDash 2","图腾：马拉松 Ⅱ","减少耐力消耗。",3,1,1,2000,"Totem"
953,"Totem_FinalDash 3","图腾：马拉松 Ⅲ","大幅减少耐力消耗。",4,1,1,3500,"Totem"
954,"Totem_FireResist 2","图腾:抗火 Ⅱ","免疫点燃。",4,1,1,3500,"Totem"
955,"Totem_FireResist 3","图腾:抗火 Ⅲ","免疫点燃并略微降低受到的火属性伤害。",5,1,1,6000,"Totem"
956,"Totem_FireResist","图腾:抗火 Ⅰ","降低受到的火属性伤害。",3,1,1,2000,"Totem"
957,"Totem_GunDamage 3","图腾:进击 Ⅲ","巨幅提高枪械的伤害，但会降低枪械的射程。",5,1,1,6000,"Totem"
958,"Totem_Healing 2","图腾:恢复 Ⅱ","若10秒内未受到伤害，缓慢中幅回复生命值。",3,1,1,2000,"Totem"
959,"Totem_Healing 3","图腾:恢复 Ⅲ","若10秒内未受到伤害，缓慢大幅回复生命值，但水分和能量的消耗速度会提高。",4,1,1,3500,"Totem"
960,"Totem_Healing","图腾:恢复 Ⅰ","若10秒内未受到伤害，缓慢小幅回复生命值。",2,1,1,1000,"Totem"
961,"Totem_MaxHealth 2","图腾:生命 Ⅱ","中幅提高最大生命值。",2,1,1,1000,"Totem"
962,"Totem_MaxHealth 3","图腾:生命 Ⅲ","巨幅提高最大生命值，但移动速度会略微下降。",5,1,1,6000,"Totem"
963,"Totem_MaxHealth","图腾:生命 Ⅰ","小幅提高最大生命值。",1,1,1,350,"Totem"
964,"Totem_Ninja 3","图腾:忍者 Ⅲ","大幅降低奔跑时的声音传播距离。",3,1,1,2000,"Totem"
965,"Totem_PhysicResist 2","图腾:抗物 Ⅱ","降低受到的物理伤害。",4,1,1,3500,"Totem"
966,"Totem_PhysicResist 3","图腾:抗物 Ⅲ","免疫流血并小幅降低受到的物理伤害。",5,1,1,6000,"Totem"
967,"Totem_PoisonResist 2","图腾:抗毒 Ⅱ","免疫中毒。",4,1,1,3500,"Totem"
968,"Totem_PoisonResist 3","图腾:抗毒 Ⅲ","免疫中毒并小幅降低受到的毒属性伤害。",5,1,1,6000,"Totem"
969,"Totem_PoisonResist","图腾:抗毒 Ⅰ","降低受到的毒属性伤害。",3,1,1,2000,"Totem"
970,"Totem_SpaceResist 2","图腾:抗空间 Ⅱ","免疫因空间属性子弹而受到的碎裂效果，但无法免疫空间风暴，且最大生命值会降低。",4,1,1,3500,"Totem"
971,"Totem_SpaceResist 3","图腾:抗空间 Ⅲ","免疫因空间属性子弹而受到的碎裂效果，但无法免疫空间风暴。",5,1,1,6000,"Totem"
972,"Totem_SpaceResist","图腾:抗空间 Ⅰ","降低受到的空间伤害。",3,1,1,2000,"Totem"
973,"FaceMask_Fly_Eye","蝇蝇眼镜","蝇蝇队戴着的眼镜，特殊的构造可以让他们更轻易地发现他们的食物。",4,1,1,577,"FaceMask"
974,"Totem_Efficiency 3","图腾:效率 Ⅲ","食物和医疗物品的效果提高。",3,1,1,2000,"Totem"
975,"Totem_Efficiency","图腾:效率 Ⅰ","食物的效果提高。",1,1,1,350,"Totem"
976,"Totem_GunControl 2","图腾:控枪 Ⅱ","大幅降低枪械的散布。",2,1,1,1000,"Totem"
977,"Totem_GunControl 3_N","图腾:控枪 Ⅲ","降低枪械的后坐力与散布。",999,1,1,2000,"Totem"
978,"Totem_GunControl","图腾:控枪 Ⅰ","大幅降低枪械的后坐力。",1,1,1,350,"Totem"
979,"Totem_GunCritDamage 2","图腾:爆头 Ⅱ","大幅提高枪械的爆头伤害。",3,1,1,100,"Totem"
980,"Totem_GunCritDamage 3","图腾:爆头 Ⅲ","巨幅提高枪械的爆头伤害，但枪械的散布会增加。",4,1,1,3500,"Totem"
981,"Totem_GunCritDamage","图腾:爆头 Ⅰ","提高枪械的爆头伤害。",1,1,1,350,"Totem"
982,"Totem_GunDistance 2","图腾:狙击 Ⅱ","大幅提高枪械射程。",2,1,1,1000,"Totem"
983,"Totem_GunDistance 3","图腾:狙击 Ⅲ","大幅提高枪械的射程与视野距离，但移动速度会略微下降。",3,1,1,2000,"Totem"
984,"Totem_GunDistance","图腾:狙击 Ⅰ","大幅提高视野距离。",1,1,1,350,"Totem"
985,"Totem_MeleeAttack 3","图腾:战士 Ⅲ","大幅增加近战输出，但近战的暴击伤害会降低。",4,1,1,3500,"Totem"
986,"Totem_MeleeCritRate 2","图腾:狂战 Ⅱ","近战暴击概率大幅提高。",3,1,1,2000,"Totem"
987,"Totem_MeleeCritRate 3","图腾:狂战 Ⅲ","近战暴击概率极大幅提高，但近战伤害倍率降低。",4,1,1,3500,"Totem"
988,"Totem_MeleeCritRate","图腾:狂战 Ⅰ","近战暴击概率提高。",1,1,1,350,"Totem"
989,"Totem_SenseRange 2","图腾:感知 Ⅱ","提高感知能力。",2,1,1,1000,"Totem"
990,"Totem_SenseRange 3","图腾:感知 Ⅲ","当前感知能力越强提升越多的感知能力。",3,1,1,2000,"Totem"
991,"Totem_SenseRange","图腾:感知 Ⅰ","小幅提高感知能力。",1,1,1,350,"Totem"
992,"Totem_Speed 3","图腾:轻盈Ⅲ","大幅提高移动速度，但会持续损失生命。",5,1,1,6000,"Totem"
993,"Totem_Speed","图腾:轻盈 Ⅰ","小幅增加移动能力。",2,1,1,1000,"Totem"
994,"Totem_Strong 2","图腾:健壮 Ⅱ","大幅增加背包容量。",3,1,1,2000,"Totem"
995,"Totem_Strong","图腾:健壮 Ⅰ","大幅提高负重能力。",2,1,1,1000,"Totem"
996,"Aritichoke","洋蓟","高端的食材，烹饪方法也不太普通。",995,3,1,3847,"Crop"
997,"Aubergine","茄子","请不要拿它做奇怪的事情。",992,3,1,362,"Crop"
998,"Banana","香蕉","可以快速补充能量。",992,3,1,355,"Crop"
999,"Cauliflower","花椰菜","热量很低，健身人士的最爱。",993,3,1,1095,"Crop"
1000,"Cherry","樱桃","红红的，很甜。",995,3,1,3892,"Crop"
1001,"Chilli","辣椒","看起来就相当辣。",993,3,1,701,"Crop"
1002,"Coconut","椰子","开个孔就能喝到清甜的椰子水。",995,3,1,4574,"Crop"
1003,"Corn","玉米","非常好的能量来源，很适合拿来当作主食。",992,3,1,455,"Crop"
1004,"Cucumber","黄瓜","清醒爽脆，是相当著名的负卡食物。",992,3,1,335,"Crop"
1005,"Garlic","大蒜","跟肉是绝配。",991,3,1,150,"Crop"
1006,"Grape","葡萄","很好吃，还能用来酿酒。",993,3,1,850,"Crop"
1007,"Leek","韭葱","长得很像大葱，但味道更柔和一些。",995,3,1,3471,"Crop"
1008,"Lemon","柠檬","很酸，但是没有它不能搭配的饮料。",994,3,1,1764,"Crop"
1009,"Mango","芒果","很甜，非常适合做成甜品。",994,3,1,1832,"Crop"
1010,"Onion","洋葱","一想到要切开它，眼泪就会不自主地流下来。",991,3,1,192,"Crop"
1011,"Orange","橙子","酸酸的，维生素含量很高。",993,3,1,888,"Crop"
1012,"Pear","梨","水分充足，听说还能润肺止咳。",993,3,1,780,"Crop"
1013,"Pineapple","菠萝","酸甜可口，但吃之前最好先用盐水浸泡一下。",994,3,1,1999,"Crop"
1015,"Starfruit","杨桃","切开之后是个漂亮的五角星。",995,3,1,3835,"Crop"
1016,"Strawberry","草莓","好看又好吃。",994,3,1,2004,"Crop"
1017,"Tomato","西红柿","非常万能的蔬菜，能做各种各样的料理，直接吃味道也相当不错。",991,3,1,194,"Crop"
1018,"Watermelon","西瓜","没有西瓜的夏天是不完整的。",994,3,1,1986,"Crop"
1019,"Seed_Apple","苹果的种子","能种出苹果。",992,5,1,159,"Seed"
1020,"Seed_Aritichoke","洋蓟的种子","能种出洋蓟。",995,5,1,912,"Seed"
1021,"Seed_Aubergine","茄子的种子","能种出茄子。",992,5,1,168,"Seed"
1022,"Seed_Banana","香蕉的种子","能种出香蕉。",992,5,1,153,"Seed"
1023,"Seed_Carrot","胡萝卜的种子","能种出胡萝卜。",991,5,1,62,"Seed"
